Entity,Relationship,Field,Label,DataType,EnumValues,Source,SNAP,Medicaid (MAGI),Medicaid (Non-MAGI),TANF,SSI,WIC,CHIP,Section 8 Housing,LIHEAP,Summer EBT,Policy/Statute,Notes,OBBBA (H.R.1),Application/Enrollment
Eligibility Determination,,grossIncomeMonthly,Gross Monthly Income (household),number,,derived,Required,Required,Required,Required,,Required,Required,Required,Required,Required,,"Annualized from all Income records, converted to monthly",,
Eligibility Determination,,netIncomeMonthly,Net Monthly Income (household),number,,derived,Required,,Required,,,,,,,7 CFR 273.9(d),"Gross minus applicable deductions (earned income, shelter, dependent care, etc.); non-MAGI uses SSI-methodology deductions",,,
Eligibility Determination,,countableResources,Countable Resources,number,,derived,Required,,Required,Required,Required,,,Required,,,7 CFR 273.8 (SNAP); 42 CFR 435.840 (Medicaid non-MAGI); 20 CFR 416.1201 (SSI); 24 CFR 5.603 (Section 8),Total assets minus exclusions,,
Eligibility Determination,,federalPovertyLevelPercent,Income as % of Federal Poverty Level,number,,derived,Required,Required,Required,Required,,Required,Required,Required,Required,Required,,Based on household size and gross income,,
Eligibility Determination,,magiHouseholdSize,MAGI Household Size,integer,,derived,,Required,,,,,Required,,,,42 CFR 435.603(b)-(f),MAGI household size differs from Household.size. Tax filers use tax household; dependents use parents tax household (with exceptions); non-filers use self + spouse + children. Pregnant women counted as self + expected children.,,
Eligibility Determination,,spendDownAmount,Spend-Down Amount,number,,derived,,,Required,,,,,,,,,42 USC 1396a(a)(10)(C); 42 CFR 435.831,Medically needy spend-down: amount of medical expenses person must incur to reduce countable income to medically needy income level. Only applies to non-MAGI Medicaid.,
Eligibility Determination,,medicaidRedeterminationMonths,Medicaid Redetermination Frequency (Months),integer,,derived,,Required,Required,,,,,,,,OBBBA Section 71107,Derived from medicaidEnrollmentGroup. Expansion adults: 6 months; traditional populations: 12 months. AI/AN exempt from 6-month requirement.,New field,
Eligibility Determination,,categoricallyEligible,Categorically Eligible,boolean,,derived,Required,,Required,,,,Required,,,,Required,SNAP: receiving TANF/SSI (7 CFR 273.2(j)). WIC: adjunctive via SNAP/Medicaid/TANF (7 CFR 246.7(d)). Medicaid non-MAGI: SSI recipients in 1634 states (42 USC 1396a(a)(10)(A)(i)(II)). Summer EBT: SNAP/Medicaid/TANF/FDPIR/free or reduced school meals/foster/homeless/migrant/runaway/Head Start.,SNAP: receiving TANF/SSI; WIC: adjunctive via SNAP/Medicaid/TANF; Summer EBT: SNAP/Medicaid/TANF/foster/homeless/migrant/runaway/Head Start; Medicaid non-MAGI: SSI recipients in 1634 states,
Eligibility Determination,,incomeEligible,Income Eligible,boolean,,derived,Required,Required,Required,Required,Required,Required,Required,Required,Required,Required,,Gross and/or net income within program limits,,
Eligibility Determination,,resourceEligible,Resource Eligible,boolean,,derived,Required,,Required,Required,Required,,,Required,,,"Programs with asset tests; non-MAGI Medicaid: $2,000/$3,000 (most states); Section 8: $50,000 cap",,,
Eligibility Determination,,citizenshipEligible,Citizenship Eligible,boolean,,derived,Required,Required,Required,Required,Required,Required,Required,Required,,Required,24 CFR 5.504 (Section 8),"Derived from Person.citizenshipStatus, qualifiedAlienCategory, dateOfEntryToUS, and program-specific non-citizen rules. Section 8 requires eligible citizenship/immigration status per 24 CFR 5.504.",,
Eligibility Determination,,workRequirementMet,Work Requirement Met,boolean,,derived,Required,Required,,Required,,,,,,,,OBBBA Section 2501 (Medicaid); 45 CFR 261.31 (TANF),"OBBBA adds Medicaid community engagement requirement for expansion population ages 19-64, effective Jan 2027. TANF work participation was already federally required.",Modified
Eligibility Determination,,schoolEnrollmentVerified,School Enrollment Verified,boolean,,derived,,,,,,,,,,Required,42 USC 1762; 7 CFR 292,Summer EBT: child enrolled in NSLP/SBP-participating school,,
Eligibility Determination,,overallEligible,Overall Eligible,boolean,,derived,Required,Required,Required,Required,Required,Required,Required,Required,Required,Required,,All eligibility factors satisfied,,
Eligibility Determination,,determinationDate,Determination Date,datetime,,system,,,,,,,,,,,,,,
Eligibility Determination,,determinationReason,Determination Reason,text,,system,,,,,,,,,,,,Explanation of eligibility/ineligibility; free text appropriate here as reasons are highly variable,,
